,LID,FORECLOSED
272,539000000000.0,False
273,870000000000.0,False
274,481000000000.0,False
275,403000000000.0,False
276,485000000000.0,False
277,379000000000.0,False
278,449000000000.0,False
279,557000000000.0,False
280,464000000000.0,False
281,816000000000.0,False
282,793000000000.0,False
283,836000000000.0,False
284,582000000000.0,False
285,440000000000.0,False
286,678000000000.0,False
287,125000000000.0,False
288,286000000000.0,False
289,574000000000.0,False
290,609000000000.0,False
291,225000000000.0,False
292,521000000000.0,False
293,142000000000.0,False
294,639000000000.0,False
295,866000000000.0,False
296,915000000000.0,False
297,477000000000.0,False
298,727000000000.0,False
299,301000000000.0,False
300,944000000000.0,False
301,486000000000.0,False
302,184000000000.0,False
303,465000000000.0,False
304,715000000000.0,False
305,477000000000.0,False
306,214000000000.0,False
307,409000000000.0,False
308,414000000000.0,False
309,931000000000.0,False
310,774000000000.0,False
311,211000000000.0,False
312,521000000000.0,False
313,389000000000.0,False
314,682000000000.0,False
315,901000000000.0,False
316,940000000000.0,False
317,779000000000.0,False
318,672000000000.0,False
319,469000000000.0,False
320,193000000000.0,False
321,275000000000.0,False
322,848000000000.0,False
323,794000000000.0,False
324,432000000000.0,False
325,692000000000.0,False
326,882000000000.0,False
327,601000000000.0,False
328,748000000000.0,False
329,928000000000.0,False
330,468000000000.0,False
331,287000000000.0,False
332,562000000000.0,False
333,566000000000.0,False
334,350000000000.0,False
335,230000000000.0,False
336,637000000000.0,False
337,687000000000.0,False
338,420000000000.0,False
339,606000000000.0,False
340,367000000000.0,False
341,208000000000.0,False
342,994000000000.0,False
343,746000000000.0,False
344,680000000000.0,False
345,497000000000.0,False
346,631000000000.0,False
347,321000000000.0,False
348,787000000000.0,False
349,895000000000.0,False
350,337000000000.0,False
351,367000000000.0,False
352,412000000000.0,False
353,589000000000.0,False
354,812000000000.0,False
355,788000000000.0,False
356,218000000000.0,False
357,138000000000.0,False
358,799000000000.0,False
359,904000000000.0,False
360,902000000000.0,False
361,946000000000.0,False
362,176000000000.0,False
363,734000000000.0,False
364,606000000000.0,False
365,487000000000.0,False
366,455000000000.0,False
367,309000000000.0,False
368,181000000000.0,False
369,863000000000.0,False
370,389000000000.0,False
371,691000000000.0,False
372,854000000000.0,False
373,195000000000.0,False
374,868000000000.0,False
375,961000000000.0,False
376,334000000000.0,False
377,644000000000.0,False
378,173000000000.0,False
379,453000000000.0,False
380,187000000000.0,False
381,242000000000.0,False
382,188000000000.0,False
383,605000000000.0,False
384,494000000000.0,False
385,111000000000.0,False
386,600000000000.0,False
387,784000000000.0,False
388,135000000000.0,False
389,876000000000.0,False
390,742000000000.0,False
391,807000000000.0,False
392,653000000000.0,False
393,390000000000.0,False
394,351000000000.0,False
395,788000000000.0,False
396,579000000000.0,False
397,488000000000.0,False
398,187000000000.0,False
399,502000000000.0,False
400,955000000000.0,False
401,282000000000.0,False
402,442000000000.0,False
403,882000000000.0,False
404,115000000000.0,False
405,944000000000.0,False
406,159000000000.0,False
407,644000000000.0,False
408,679000000000.0,False
409,560000000000.0,False
410,438000000000.0,False
411,953000000000.0,False
412,707000000000.0,False
413,287000000000.0,False
414,489000000000.0,False
415,877000000000.0,False
416,723000000000.0,False
417,308000000000.0,False
418,430000000000.0,False
419,194000000000.0,False
420,143000000000.0,False
421,573000000000.0,False
422,985000000000.0,False
423,391000000000.0,False
424,636000000000.0,False
425,758000000000.0,False
426,246000000000.0,False
427,949000000000.0,False
428,829000000000.0,False
429,342000000000.0,False
430,656000000000.0,False
431,125000000000.0,False
432,186000000000.0,False
433,822000000000.0,False
434,480000000000.0,False
435,105000000000.0,False
436,430000000000.0,False
437,221000000000.0,False
438,436000000000.0,False
439,941000000000.0,False
440,801000000000.0,False
441,761000000000.0,False
442,436000000000.0,False
443,822000000000.0,False
444,607000000000.0,False
445,256000000000.0,False
446,815000000000.0,False
447,564000000000.0,False
448,699000000000.0,False
449,841000000000.0,False
450,917000000000.0,False
451,386000000000.0,False
452,234000000000.0,False
453,965000000000.0,False
454,195000000000.0,False
455,712000000000.0,False
456,349000000000.0,False
457,498000000000.0,False
458,758000000000.0,False
459,803000000000.0,False
460,272000000000.0,False
461,370000000000.0,False
462,533000000000.0,False
463,228000000000.0,False
464,131000000000.0,False
465,768000000000.0,False
466,346000000000.0,False
467,764000000000.0,False
468,316000000000.0,False
469,287000000000.0,False
470,719000000000.0,False
471,940000000000.0,False
472,196000000000.0,False
473,428000000000.0,False
474,137000000000.0,False
475,632000000000.0,False
476,367000000000.0,False
477,905000000000.0,False
478,254000000000.0,True
479,345000000000.0,False
480,853000000000.0,False
481,550000000000.0,False
482,426000000000.0,False
483,633000000000.0,False
484,234000000000.0,False
485,448000000000.0,False
486,409000000000.0,False
487,563000000000.0,False
488,949000000000.0,False
489,350000000000.0,False
490,213000000000.0,False
491,799000000000.0,False
492,942000000000.0,False
493,188000000000.0,False
494,761000000000.0,False
495,614000000000.0,False
496,720000000000.0,False
497,340000000000.0,False
498,888000000000.0,False
499,394000000000.0,False
500,389000000000.0,False
501,576000000000.0,False
502,620000000000.0,False
503,825000000000.0,False
504,757000000000.0,False
505,154000000000.0,False
506,352000000000.0,False
507,665000000000.0,False
508,363000000000.0,False
509,188000000000.0,False
510,612000000000.0,False
511,112000000000.0,False
512,145000000000.0,False
513,550000000000.0,False
514,836000000000.0,False
515,206000000000.0,False
516,751000000000.0,False
517,231000000000.0,True
518,620000000000.0,False
519,502000000000.0,True
520,432000000000.0,False
521,432000000000.0,False
522,569000000000.0,False
523,938000000000.0,False
524,654000000000.0,False
525,680000000000.0,False
526,729000000000.0,False
527,212000000000.0,False
528,461000000000.0,False
529,200000000000.0,False
530,308000000000.0,False
531,943000000000.0,False
532,905000000000.0,False
533,604000000000.0,False
534,635000000000.0,False
535,240000000000.0,False
536,930000000000.0,False
537,267000000000.0,False
538,632000000000.0,False
539,450000000000.0,False
540,235000000000.0,False
541,417000000000.0,False
542,374000000000.0,False
543,435000000000.0,False
544,879000000000.0,False
545,611000000000.0,False
546,586000000000.0,False
547,147000000000.0,False
548,810000000000.0,False
549,695000000000.0,False
550,662000000000.0,False
551,437000000000.0,False
552,422000000000.0,False
553,306000000000.0,False
554,327000000000.0,False
555,703000000000.0,False
556,797000000000.0,False
557,898000000000.0,False
558,496000000000.0,False
559,656000000000.0,False
560,333000000000.0,False
561,951000000000.0,False
562,497000000000.0,False
563,256000000000.0,False
564,801000000000.0,False
565,966000000000.0,False
566,728000000000.0,False
567,459000000000.0,False
568,293000000000.0,False
569,832000000000.0,False
570,650000000000.0,False
571,940000000000.0,False
572,811000000000.0,False
573,444000000000.0,False
574,443000000000.0,False
575,582000000000.0,False
576,471000000000.0,False
577,402000000000.0,False
578,409000000000.0,False
579,710000000000.0,False
580,758000000000.0,False
581,351000000000.0,False
582,262000000000.0,False
583,132000000000.0,False
584,827000000000.0,False
585,146000000000.0,False
586,716000000000.0,False
587,205000000000.0,False
588,951000000000.0,False
589,192000000000.0,False
590,281000000000.0,False
591,649000000000.0,False
592,551000000000.0,False
593,531000000000.0,False
594,346000000000.0,False
595,977000000000.0,False
596,639000000000.0,False
597,373000000000.0,False
598,633000000000.0,False
599,892000000000.0,False
600,896000000000.0,False
601,120000000000.0,False
602,356000000000.0,False
603,393000000000.0,False
604,413000000000.0,False
605,325000000000.0,False
606,915000000000.0,False
607,178000000000.0,False
608,943000000000.0,False
609,386000000000.0,False
610,606000000000.0,False
611,124000000000.0,False
612,630000000000.0,False
613,729000000000.0,False
614,589000000000.0,False
615,168000000000.0,False
616,313000000000.0,False
617,901000000000.0,False
618,974000000000.0,False
619,172000000000.0,False
620,690000000000.0,False
621,424000000000.0,False
622,871000000000.0,False
623,658000000000.0,False
624,798000000000.0,False
625,292000000000.0,False
626,585000000000.0,False
627,490000000000.0,False
628,265000000000.0,False
629,595000000000.0,False
630,700000000000.0,False
631,333000000000.0,False
632,403000000000.0,False
633,822000000000.0,False
634,756000000000.0,False
635,741000000000.0,False
636,358000000000.0,False
637,332000000000.0,False
638,987000000000.0,False
639,952000000000.0,False
640,401000000000.0,False
641,153000000000.0,False
642,654000000000.0,False
643,646000000000.0,False
644,664000000000.0,True
645,660000000000.0,False
646,648000000000.0,False
647,912000000000.0,False
648,668000000000.0,False
649,441000000000.0,False
650,261000000000.0,False
651,719000000000.0,True
652,415000000000.0,False
653,242000000000.0,False
654,862000000000.0,False
655,168000000000.0,False
656,358000000000.0,False
657,477000000000.0,False
658,977000000000.0,False
659,694000000000.0,False
660,114000000000.0,False
661,745000000000.0,False
662,252000000000.0,False
663,317000000000.0,False
664,306000000000.0,False
665,266000000000.0,False
666,601000000000.0,False
667,751000000000.0,False
668,936000000000.0,False
669,977000000000.0,False
670,570000000000.0,False
671,798000000000.0,False
672,182000000000.0,False
673,685000000000.0,False
674,140000000000.0,False
675,628000000000.0,False
676,161000000000.0,False
677,326000000000.0,False
678,389000000000.0,False
679,844000000000.0,False
680,681000000000.0,False
681,174000000000.0,False
682,774000000000.0,False
683,648000000000.0,True
684,952000000000.0,False
685,919000000000.0,False
686,656000000000.0,False
687,481000000000.0,False
688,782000000000.0,False
689,275000000000.0,False
690,102000000000.0,False
691,215000000000.0,False
692,268000000000.0,False
693,192000000000.0,False
694,298000000000.0,False
695,398000000000.0,False
696,584000000000.0,False
697,502000000000.0,False
698,969000000000.0,False
699,210000000000.0,False
700,487000000000.0,False
701,981000000000.0,False
702,236000000000.0,False
703,892000000000.0,False
704,947000000000.0,False
705,148000000000.0,False
706,309000000000.0,False
707,967000000000.0,False
708,278000000000.0,False
709,853000000000.0,False
710,105000000000.0,False
711,282000000000.0,False
712,521000000000.0,False
713,858000000000.0,False
714,821000000000.0,False
715,879000000000.0,False
716,881000000000.0,False
717,506000000000.0,False
718,713000000000.0,False
719,796000000000.0,False
720,451000000000.0,False
721,102000000000.0,False
722,597000000000.0,False
723,407000000000.0,False
724,348000000000.0,False
725,637000000000.0,False
726,312000000000.0,False
727,915000000000.0,False
728,749000000000.0,False
729,945000000000.0,False
730,272000000000.0,False
731,335000000000.0,False
732,422000000000.0,False
733,270000000000.0,False
734,550000000000.0,False
735,739000000000.0,False
736,475000000000.0,False
737,279000000000.0,False
738,174000000000.0,False
739,160000000000.0,False
740,366000000000.0,False
741,153000000000.0,False
742,547000000000.0,False
743,321000000000.0,False
744,773000000000.0,False
745,420000000000.0,False
746,220000000000.0,False
747,454000000000.0,False
748,132000000000.0,False
749,932000000000.0,False
750,673000000000.0,False
751,135000000000.0,False
752,945000000000.0,False
753,618000000000.0,False
754,321000000000.0,False
755,681000000000.0,True
756,885000000000.0,False
757,856000000000.0,False
758,594000000000.0,False
759,449000000000.0,False
760,455000000000.0,False
761,509000000000.0,False
762,499000000000.0,False
763,988000000000.0,False
764,208000000000.0,False
765,373000000000.0,False
766,715000000000.0,False
767,131000000000.0,False
768,997000000000.0,False
769,450000000000.0,False
770,304000000000.0,False
771,518000000000.0,False
772,716000000000.0,True
773,439000000000.0,False
774,941000000000.0,False
775,579000000000.0,False
776,383000000000.0,False
777,224000000000.0,False
778,776000000000.0,False
779,746000000000.0,False
780,669000000000.0,False
781,123000000000.0,False
782,474000000000.0,False
783,273000000000.0,False
784,607000000000.0,False
785,496000000000.0,False
786,554000000000.0,False
787,782000000000.0,False
788,363000000000.0,False
789,759000000000.0,False
790,205000000000.0,False
791,396000000000.0,False
792,728000000000.0,False
793,600000000000.0,False
794,959000000000.0,False
795,185000000000.0,False
796,654000000000.0,False
797,300000000000.0,False
798,605000000000.0,False
799,229000000000.0,False
800,892000000000.0,False
801,330000000000.0,False
802,380000000000.0,False
803,277000000000.0,False
804,761000000000.0,False
805,192000000000.0,False
806,554000000000.0,False
807,521000000000.0,False
808,809000000000.0,False
809,345000000000.0,False
810,838000000000.0,False
811,876000000000.0,False
812,370000000000.0,False
813,409000000000.0,False
814,797000000000.0,False
815,736000000000.0,False
816,1000000000000.0,False
817,320000000000.0,False
818,388000000000.0,False
819,657000000000.0,True
820,600000000000.0,False
821,532000000000.0,False
822,371000000000.0,False
823,386000000000.0,False
824,756000000000.0,False
825,489000000000.0,False
826,340000000000.0,False
827,578000000000.0,False
828,369000000000.0,False
829,459000000000.0,False
830,801000000000.0,False
831,743000000000.0,False
832,317000000000.0,False
833,187000000000.0,False
834,441000000000.0,False
835,570000000000.0,False
836,192000000000.0,False
837,138000000000.0,False
838,440000000000.0,False
839,603000000000.0,False
840,503000000000.0,False
841,146000000000.0,False
842,670000000000.0,False
843,520000000000.0,False
844,351000000000.0,False
845,816000000000.0,False
846,302000000000.0,False
847,933000000000.0,False
848,959000000000.0,False
849,924000000000.0,False
850,683000000000.0,False
851,843000000000.0,False
852,690000000000.0,False
853,424000000000.0,False
854,510000000000.0,False
855,744000000000.0,False
856,113000000000.0,False
857,815000000000.0,False
858,674000000000.0,False
859,282000000000.0,False
860,809000000000.0,False
861,563000000000.0,False
862,645000000000.0,False
863,161000000000.0,False
864,667000000000.0,False
865,832000000000.0,False
866,893000000000.0,False
867,250000000000.0,False
868,590000000000.0,False
869,921000000000.0,False
870,817000000000.0,False
871,196000000000.0,False
872,404000000000.0,False
873,866000000000.0,False
874,252000000000.0,False
875,335000000000.0,False
876,108000000000.0,False
877,224000000000.0,False
878,730000000000.0,False
879,392000000000.0,False
880,268000000000.0,False
881,890000000000.0,False
882,929000000000.0,False
883,394000000000.0,False
884,223000000000.0,False
885,251000000000.0,False
886,364000000000.0,False
887,300000000000.0,False
888,481000000000.0,False
889,939000000000.0,False
890,819000000000.0,False
891,154000000000.0,False
892,398000000000.0,False
893,696000000000.0,False
894,360000000000.0,False
895,912000000000.0,False
896,783000000000.0,False
897,817000000000.0,False
898,105000000000.0,False
899,281000000000.0,False
900,577000000000.0,False
901,585000000000.0,True
902,143000000000.0,False
903,396000000000.0,False
904,983000000000.0,False
905,853000000000.0,False
906,396000000000.0,False
907,615000000000.0,False
908,139000000000.0,False
909,326000000000.0,False
910,629000000000.0,False
911,610000000000.0,False
912,296000000000.0,False
913,862000000000.0,False
914,785000000000.0,False
915,942000000000.0,False
916,237000000000.0,False
917,652000000000.0,False
918,559000000000.0,False
919,998000000000.0,False
920,962000000000.0,False
921,915000000000.0,False
922,257000000000.0,False
923,107000000000.0,False
924,925000000000.0,False
925,142000000000.0,False
926,674000000000.0,False
927,831000000000.0,False
928,460000000000.0,False
929,319000000000.0,False
930,329000000000.0,False
931,346000000000.0,False
932,449000000000.0,False
933,895000000000.0,False
934,634000000000.0,False
935,208000000000.0,False
936,784000000000.0,False
937,459000000000.0,False
938,126000000000.0,False
939,397000000000.0,False
940,719000000000.0,False
941,726000000000.0,False
942,790000000000.0,False
943,730000000000.0,False
944,779000000000.0,False
945,378000000000.0,False
946,694000000000.0,False
947,477000000000.0,False
948,538000000000.0,False
949,328000000000.0,False
950,510000000000.0,False
951,501000000000.0,False
952,533000000000.0,False
953,480000000000.0,False
954,817000000000.0,False
955,214000000000.0,False
956,351000000000.0,False
957,586000000000.0,False
958,254000000000.0,False
959,920000000000.0,False
960,320000000000.0,False
961,662000000000.0,False
962,568000000000.0,False
963,562000000000.0,False
964,475000000000.0,False
965,378000000000.0,False
966,347000000000.0,False
967,951000000000.0,False
968,957000000000.0,False
969,204000000000.0,False
970,831000000000.0,False
971,232000000000.0,False
972,120000000000.0,False
973,503000000000.0,False
974,973000000000.0,False
975,134000000000.0,False
976,803000000000.0,False
977,795000000000.0,False
978,337000000000.0,False
979,375000000000.0,False
980,156000000000.0,False
981,350000000000.0,False
982,243000000000.0,False
983,170000000000.0,False
984,863000000000.0,False
985,572000000000.0,False
986,410000000000.0,False
987,549000000000.0,False
988,384000000000.0,False
989,395000000000.0,False
990,730000000000.0,False
991,911000000000.0,False
992,543000000000.0,False
993,151000000000.0,False
994,368000000000.0,False
995,470000000000.0,False
996,802000000000.0,False
997,189000000000.0,False
998,940000000000.0,False
999,893000000000.0,False
1000,671000000000.0,False
1001,810000000000.0,False
1002,515000000000.0,False
1003,722000000000.0,False
1004,535000000000.0,False
1005,551000000000.0,False
1006,204000000000.0,False
1007,713000000000.0,False
1008,899000000000.0,True
1009,517000000000.0,False
1010,644000000000.0,False
1011,895000000000.0,False
1012,161000000000.0,False
1013,835000000000.0,False
1014,752000000000.0,False
1015,219000000000.0,False
1016,453000000000.0,False
1017,560000000000.0,False
1018,147000000000.0,False
1019,348000000000.0,False
1020,660000000000.0,False
1021,587000000000.0,False
1022,487000000000.0,False
1023,754000000000.0,False
1024,127000000000.0,False
1025,740000000000.0,False
1026,455000000000.0,False
1027,599000000000.0,False
1028,446000000000.0,False
1029,629000000000.0,False
1030,541000000000.0,False
1031,163000000000.0,False
1032,133000000000.0,False
1033,161000000000.0,False
1034,591000000000.0,False
1035,884000000000.0,False
1036,733000000000.0,False
1037,615000000000.0,False
1038,539000000000.0,False
1039,382000000000.0,False
1040,140000000000.0,False
1041,461000000000.0,False
1042,564000000000.0,False
1043,753000000000.0,False
1044,880000000000.0,False
1045,895000000000.0,False
1046,727000000000.0,False
1047,305000000000.0,False
1048,121000000000.0,False
1049,576000000000.0,False
1050,899000000000.0,False
1051,867000000000.0,False
1052,837000000000.0,False
1053,984000000000.0,False
1054,680000000000.0,False
1055,704000000000.0,False
1056,977000000000.0,False
1057,518000000000.0,False
1058,956000000000.0,False
1059,794000000000.0,False
1060,932000000000.0,False
1061,691000000000.0,False
1062,979000000000.0,False
1063,363000000000.0,False
1064,463000000000.0,False
1065,963000000000.0,False
1066,524000000000.0,False
1067,845000000000.0,False
1068,363000000000.0,False
1069,963000000000.0,False
1070,174000000000.0,False
1071,555000000000.0,False
1072,102000000000.0,False
1073,473000000000.0,False
1074,420000000000.0,False
1075,109000000000.0,False
1076,710000000000.0,False
1077,400000000000.0,False
1078,123000000000.0,False
1079,120000000000.0,False
1080,889000000000.0,False
1081,832000000000.0,False
1082,511000000000.0,False
1083,254000000000.0,False
1084,304000000000.0,False
1085,692000000000.0,False
1086,799000000000.0,False
1087,914000000000.0,False
1088,734000000000.0,False
1089,921000000000.0,False
1090,272000000000.0,False
1091,797000000000.0,False
1092,986000000000.0,False
1093,936000000000.0,False
1094,411000000000.0,False
1095,741000000000.0,False
1096,651000000000.0,False
1097,564000000000.0,False
1098,866000000000.0,False
1099,837000000000.0,False
1100,631000000000.0,False
1101,741000000000.0,False
1102,460000000000.0,False
1103,317000000000.0,False
1104,566000000000.0,False
1105,114000000000.0,False
1106,384000000000.0,False
1107,966000000000.0,False
1108,965000000000.0,False
1109,567000000000.0,False
1110,183000000000.0,False
1111,611000000000.0,False
1112,737000000000.0,False
1113,760000000000.0,False
1114,555000000000.0,False
1115,696000000000.0,False
1116,849000000000.0,False
1117,692000000000.0,False
1118,422000000000.0,False
1119,515000000000.0,False
1120,565000000000.0,True
1121,728000000000.0,False
1122,697000000000.0,False
1123,441000000000.0,False
1124,581000000000.0,False
1125,438000000000.0,False
1126,503000000000.0,False
1127,599000000000.0,False
1128,771000000000.0,False
1129,484000000000.0,False
1130,219000000000.0,False
1131,233000000000.0,False
1132,936000000000.0,False
1133,552000000000.0,False
1134,653000000000.0,False
1135,163000000000.0,False
1136,515000000000.0,False
1137,449000000000.0,False
1138,495000000000.0,False
1139,974000000000.0,False
1140,654000000000.0,False
1141,990000000000.0,False
1142,252000000000.0,False
1143,434000000000.0,False
1144,591000000000.0,False
1145,723000000000.0,False
1146,278000000000.0,False
1147,418000000000.0,False
1148,325000000000.0,False
1149,270000000000.0,False
1150,491000000000.0,False
1151,982000000000.0,False
1152,186000000000.0,False
1153,772000000000.0,False
1154,226000000000.0,False
1155,785000000000.0,False
1156,601000000000.0,False
1157,267000000000.0,False
1158,595000000000.0,False
1159,148000000000.0,False
1160,779000000000.0,False
1161,602000000000.0,False
1162,789000000000.0,False
1163,617000000000.0,False
1164,862000000000.0,False
1165,838000000000.0,False
1166,875000000000.0,False
1167,266000000000.0,False
1168,484000000000.0,False
1169,621000000000.0,False
1170,961000000000.0,False
1171,405000000000.0,False
1172,452000000000.0,False
1173,554000000000.0,False
1174,626000000000.0,False
1175,198000000000.0,False
1176,825000000000.0,False
1177,434000000000.0,False
1178,626000000000.0,False
1179,446000000000.0,False
1180,250000000000.0,False
1181,853000000000.0,False
1182,751000000000.0,False
1183,215000000000.0,False
1184,224000000000.0,False
1185,706000000000.0,False
1186,772000000000.0,False
1187,797000000000.0,False
1188,452000000000.0,False
1189,783000000000.0,False
1190,819000000000.0,False
1191,890000000000.0,False
1192,546000000000.0,False
1193,517000000000.0,False
1194,421000000000.0,False
1195,954000000000.0,False
1196,243000000000.0,False
1197,613000000000.0,False
1198,464000000000.0,False
1199,105000000000.0,False
1200,358000000000.0,False
1201,989000000000.0,False
1202,351000000000.0,False
1203,973000000000.0,False
1204,562000000000.0,False
1205,307000000000.0,False
1206,518000000000.0,False
1207,801000000000.0,False
1208,858000000000.0,False
1209,517000000000.0,False
1210,970000000000.0,False
1211,137000000000.0,False
1212,383000000000.0,False
1213,725000000000.0,False
1214,867000000000.0,False
1215,481000000000.0,False
1216,619000000000.0,False
1217,427000000000.0,False
1218,536000000000.0,False
1219,382000000000.0,False
1220,893000000000.0,False
1221,919000000000.0,False
1222,578000000000.0,False
1223,661000000000.0,False
1224,598000000000.0,False
1225,365000000000.0,False
1226,373000000000.0,False
1227,346000000000.0,False
1228,451000000000.0,False
1229,318000000000.0,False
1230,864000000000.0,False
1231,568000000000.0,False
1232,325000000000.0,False
1233,962000000000.0,False
1234,448000000000.0,False
1235,980000000000.0,False
1236,308000000000.0,False
1237,943000000000.0,False
1238,944000000000.0,False
1239,883000000000.0,False
1240,838000000000.0,False
1241,907000000000.0,False
1242,279000000000.0,False
1243,941000000000.0,False
1244,247000000000.0,False
1245,583000000000.0,False
